date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_mlp_30,yt_pred_stacked_mlp,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1959-10-01,3450.9596491228067,3382.205349415248,3255.512857208812,3245,3169.566393943957,3581.638767845761,3319.5256190494456,3372.565581026843,3226.7241118635084,3379.556128407441
1959-11-01,3271.433333333333,3206.607848381381,3077.7188270755737,3104,3105.167233714113,3227.3951572506135,3050.1020387049207,3014.817547342266,3136.503953173662,3065.8349655739066
1959-12-01,3032.907017543859,2972.010346704345,2841.054004677864,2869,2868.6234346852007,2933.325402428933,2838.169614630172,2559.5210839505444,2693.5769136677945,2788.7427198482146
1960-01-01,2856.1206140350873,2799.6438584238003,2694.818708253835,2513,2633.838244477261,2697.6958572936474,2583.2521513335196,2363.345676303991,2496.7203729793346,2617.0899942485485
1960-02-01,2838.489035087719,2786.923306891757,2680.321544393226,2385,2746.981265289568,2548.454668928199,2480.7250828849233,2373.193550513367,2474.9297271366595,2407.362034509668
1960-03-01,2975.1732456140344,2928.518542698519,2820.3016796757115,2756,2779.480230570592,2607.303089565304,2490.00858288656,2424.245552340354,2536.353133182487,2507.228284779476
1960-04-01,3083.225877192982,3041.4821987023784,2931.8117456802374,2927,2924.303738329576,2857.9722013731684,2631.4819125001195,2513.087584711061,2860.1896413747427,2812.4922199108914
1960-05-01,3146.1206140350873,3109.287959229428,2998.325426617333,2940,3065.8754816227793,3038.7646082029955,2855.297012019399,2728.0851484279683,3068.0907629429967,3073.9422086982468
1960-06-01,3300.5942982456136,3268.6726654287368,3156.5795645922585,3180,3035.595453254124,3115.1830688416276,3042.0641255325927,2911.3816513399847,2925.4689977962535,2877.3216280436536
1960-07-01,3690.804824561403,3663.794211029055,3550.732054341859,3791,3706.510975567115,3546.0605118340495,3428.873444820945,3218.526663848304,3659.8518246975273,3532.371411167922
1960-08-01,4795.5942982456145,4773.494697945017,4659.6250011292905,4093,4499.346981372238,4119.843438093833,3876.2032482077984,3788.79274311484,4369.986949818151,4617.18633142305
1960-09-01,4045.804824561403,4028.6162494058026,3914.100510217712,4309,4049.7493514146217,4083.8782022582714,3822.2938923519664,3865.236954941643,3852.532619190846,3868.5676808741828
1960-10-01,3576.7521929824557,3564.474639952916,3449.4743710808066,3532,3363.3891952955564,3933.3221929268248,3715.614124659627,3694.0445929245993,3658.159265917132,3745.203337351315
1960-11-01,3397.225877192982,3389.859343209102,3274.536057402786,3408,3301.834691295626,3524.977976853388,3284.1078598917825,3220.3611788058133,3519.8667358157945,3353.480470207096
1960-12-01,3158.6995614035086,3156.2440458221176,3040.7592533941756,2839,3068.167659484591,3208.6409922094076,3086.6658412284673,2825.75360907578,3169.9706993263353,3134.9879624426103
1961-01-01,2981.9131578947363,2984.859761831626,2897.4442772931275,2792,2836.291347482494,2762.7238613661325,2687.5747683293966,2452.477623467119,2723.2670553641456,2443.7058052667626
1961-02-01,2964.281578947368,2973.1214145896356,2885.899735689382,2798,2952.3753574886123,2731.545908249516,2679.4286647039803,2493.3705574937276,2658.561616784177,2625.69615508919
1961-03-01,3100.965789473684,3115.6988546864504,3028.8647951626135,3007,2987.8474229514136,2959.2364317798324,2800.201586666875,2734.8556813571176,3067.374063412336,3135.9360534851676
1961-04-01,3209.018421052631,3229.644714980362,3143.392087291767,3086,3135.676141880144,3179.737601065584,2980.6664935314298,2878.800497343449,3119.961552508722,3140.818270412072
1961-05-01,3271.9131578947363,3298.4326797974645,3212.955296287372,3201,3280.2852073310564,3300.236660985465,3110.318941396814,2992.0762468771445,3206.9284323851753,3058.9516114105854
1961-06-01,3426.386842105263,3458.799590286825,3374.29126425469,3428,3253.07461210808,3566.009828370394,3494.478420959605,3215.2836357002125,3341.1050136827344,3404.804301761511
1961-07-01,3816.597368421052,3854.9033401771967,3771.5578859305647,3754,3927.091678554716,3973.1298579551058,3796.865290172357,3688.541094880175,3821.3504618258376,4001.8704251855306
1961-08-01,4921.386842105263,4965.586031383211,4883.597266578154,4917,4723.061339481448,4239.829185864329,4082.74599426779,3946.28265079494,4432.251998404896,4016.752285634195
1961-09-01,4171.597368421052,4221.68978713405,4141.251511460612,3760,4276.629475633409,4585.9364681350635,4376.022701389966,4453.851740307061,4696.851113640492,5094.603236924373
1961-10-01,3702.544736842105,3758.5303819712153,3679.8364100516274,3609,3593.46719661189,3952.092895391249,3653.108218488621,3714.8071606408566,3538.887514253568,2942.61496947918
1961-11-01,3523.0184210526313,3584.897289517454,3508.1414360354097,3471,3535.142680697469,3635.879728345848,3486.3243702110426,3345.743959936469,3329.0632303282146,3440.770620132297
1961-12-01,3284.4921052631576,3352.2641964205222,3277.640273622484,3347,3304.7377479599127,3250.9255699170017,3155.9017107137843,2780.9960592631146,3106.1618820762087,2868.315614858615
1962-01-01,3107.7057017543857,3181.862116720083,3137.6332410510036,3333,3076.155646019262,3150.2085004385617,3037.191014946027,2865.106659699449,3041.8876847989295,3263.6618590947564
1962-02-01,3090.074122807017,3171.1059737681453,3129.428944910707,3456,3195.565977074791,3189.1231988231925,3106.7026529351724,3061.3498255769773,3157.8059292859944,3305.7716819711814
1962-03-01,3226.758333333333,3314.6656181550125,3275.766551781269,3569,3234.3964745749677,3417.444311696019,3252.8369326141096,3132.4635638901477,3508.969446819913,3624.987524847036
1962-04-01,3334.8109649122803,3429.593682738977,3393.6986932416353,3900,3385.6157365290433,3571.028695200807,3262.815521740196,3167.2943678288434,3671.237922393519,3609.8560318818236
1962-05-01,3397.7057017543852,3499.363851846132,3466.6990535023356,3909,3533.6474559932662,3773.1212521204025,3721.573872417304,3361.8755425425406,3822.944608566955,3981.4378065976134
1962-06-01,3552.179385964912,3660.712966625546,3631.5044746686312,4098,3509.891625771568,3947.491755739718,3829.7182241984856,3726.474549887262,4067.8272948959298,4096.991965442614
1962-07-01,3942.3899122807015,4057.798920805969,4032.2728514773657,4826,4187.3955682074475,4326.364190243392,4245.143937112175,3960.79323586065,4693.263911084072,4389.702735999992
1962-08-01,5047.1793859649115,5169.463816302036,5147.846289191693,5770,4986.884216111392,4774.017682144117,4639.987298423347,4676.398067559202,5366.609942883282,5950.770968892084
1962-09-01,4297.3899122807015,4426.5497763429275,4409.066893074778,5108,4544.003450228531,4692.0287694188155,4558.200922026782,4471.4367749608355,5154.450021952176,4581.513182102892
1962-10-01,3828.337280701754,3964.3725754701454,3951.2504526003,4360,3864.424380160155,4465.679336300493,4267.112645306579,4267.662926736658,4721.733864279409,4917.494273911452
1962-11-01,3648.81096491228,3791.7216873064367,3783.18644145247,4100,3809.715184186846,4050.528367554912,3985.859808917785,3724.253626930141,4350.547876672563,4191.060118041803
1962-12-01,3410.2846491228065,3560.070798499558,3556.3485438418143,3562,3582.957682378366,3776.1603926830658,3755.692966815476,3295.7980352996924,3874.633435680256,3937.63777797273
1963-01-01,3233.4982456140347,3390.6509230891716,3420.0370780064845,3284,3358.0551223547604,3497.2422406123237,3515.3341991374277,3197.372727532624,3743.420805368858,3513.648300656735
1963-02-01,3215.8666666666663,3380.876984427286,3415.5606505362225,3278,3481.1771063153005,3434.0444897388084,3481.020373703108,3390.285084324447,3596.469915140806,3366.0640619684928
1963-03-01,3352.5508771929817,3525.418833104206,3565.658428010702,3424,3523.7513677084567,3616.794154493362,3543.4219041906294,3424.971431408958,3698.88748475423,3352.6854354383468
1963-04-01,3460.6035087719297,3641.329101978223,3687.3830420088657,3843,3678.746504543476,3909.351561667386,3676.352268649492,3568.9964564189127,3788.8564572694418,3715.623900330065
1963-05-01,3523.4982456140347,3712.0814753754303,3764.208176741248,3614,3830.5862098766097,4134.267253249101,4066.981493691766,3805.8942823201487,3874.866653108443,3813.269454973579
1963-06-01,3677.971929824561,3874.412794444897,3932.8706743131056,3536,3810.670476511789,4280.379008414774,4271.066695511024,4077.9383487957234,3987.5054007648,3763.2436580284866
1963-07-01,4068.1824561403505,4272.480952915373,4337.528429461285,4505,4492.046626792513,4635.688987725589,4652.167629552416,4441.087835067959,4170.540755705464,4218.651839175753
1963-08-01,5172.971929824562,5385.128052701493,5457.023547448942,5456,5295.439593529269,5029.833476791289,5158.416976867773,5077.798406346683,5438.841554397917,5411.9479921943075
1963-09-01,4423.18245614035,4643.196217032437,4722.198133539232,4881,4856.495257467184,5033.501498483392,5066.256477694227,5165.089962633466,4534.1230016725785,4750.531980127622
1963-10-01,3954.129824561403,4182.001220449708,4268.367977205846,4041,4180.884728207553,4725.717307107855,4577.190293835982,4723.669871828259,4224.892197721685,4091.365542678439
1963-11-01,3774.6035087719297,4010.332536576051,4104.322552132988,3724,4130.1761840309555,4254.4514392657375,4117.441010359381,3993.099086810964,3900.44835558068,3731.3140745979535
1963-12-01,3536.077192982456,3779.663852059225,3881.535542531188,3525,3907.451445007154,3747.763478742794,3652.434350445549,3230.5709474833184,3341.9721077790655,3140.952489701649
1964-01-01,3359.2907894736836,3611.226180938891,3749.307266638595,3437,3686.6137587561902,3445.4088768012953,3442.228506266173,3102.4294368314845,3258.504439803579,3206.6535259046286
1964-02-01,3341.6592105263153,3602.4344465670583,3748.946331044954,3324,3813.8327274773415,3426.4491241954593,3444.6042504620773,3393.0209120101094,3389.293976885231,3393.356230090825
1964-03-01,3478.343421052631,3747.958499534031,3903.1919023299342,3977,3860.536084619077,3619.637497236585,3468.71624365129,3453.2309478087363,3465.3293052080717,3430.8427254298913
1964-04-01,3586.396052631578,3864.8509726981006,4029.096612072483,4025,4019.6924281906417,4089.938932468347,3800.206669335636,3679.484792665627,4055.996800949575,4360.9715110781635
1964-05-01,3649.290789473683,3936.585550385361,4110.134144483132,4016,4175.725451248285,4043.587999772916,3892.960610627009,3666.4775353782593,3891.072855744736,3758.1871710066725
1964-06-01,3803.7644736842103,4099.899073744879,4283.041341667136,4031,4160.035146595943,4151.863201701111,4188.142943256944,3895.9605504692263,4003.4331578820543,3900.358922439149
1964-07-01,4193.974999999999,4498.949436505408,4691.976098361347,4489,4845.6688365771115,4635.081177407609,4670.887898383032,4411.264502574929,4889.017150948133,4965.539905277963
1964-08-01,5298.76447368421,5612.578740581581,5815.780519828913,5563,5653.351454002277,4941.42680630975,4964.064159190176,4905.747304451991,5610.526096567959,5402.723004834685
1964-09-01,4548.974999999999,4871.629109202577,5085.296711333001,5709,5218.72887961657,4961.184636410441,4957.520490256508,5001.2138073811675,4993.839208255449,4951.566982772554
1964-10-01,4079.922368421052,4411.4163169099,4635.840462347291,4620,4547.472223021283,4791.198087556561,4698.579289541112,4733.77163344083,4611.948816204971,4838.696197015328
1964-11-01,3900.396052631578,4240.729837326297,4476.201246555991,4160,4501.149662496997,4333.236376682881,4146.927516043238,4105.056571611393,4419.473631015171,4269.579334655187
1964-12-01,3661.869736842105,4011.043357099523,4257.852748169631,4012,4282.84301811347,3933.293421418427,3941.481652632053,3451.2107900927244,3886.592226805537,3924.625212688975
1965-01-01,3485.083333333333,3843.587890269242,4130.095285426363,3987,4066.455537490755,3703.20115256024,3737.603021493751,3306.0440019067946,3701.173794999824,3888.5339559196236
1965-02-01,3467.4517543859643,3835.7783601874617,4134.2374649159265,4155,4198.156822828116,3725.436017216542,3791.251115015861,3566.8233333023372,3895.155507517573,3842.34956991129
1965-03-01,3604.135964912281,3982.2846174444862,4293.018453217994,4054,4249.374607574029,4143.036879109928,4084.879697443401,4103.119306150608,4460.723871879491,4774.484386417917
1965-04-01,3712.188596491227,4100.159294898609,4423.49088191151,4485,4413.077489737736,4231.581876654224,4024.3759060744046,3969.81587576179,4488.057238938567,4061.639830868071
1965-05-01,3775.083333333333,4172.876076875922,4509.128435207011,4558,4573.689162375495,4396.050911498625,4294.922366205417,3996.955048022371,4394.346898340464,4435.3958859854065
1965-06-01,3929.55701754386,4337.171804525493,4686.66795520975,4462,4562.609618291228,4488.51601403337,4575.989594296255,4215.90807370131,4428.269716313418,4540.589801820224
1965-07-01,4319.767543859649,4737.204371576075,5100.267336656574,4594,5252.88617982844,4743.348048292252,4902.659178936755,4658.380254184141,5159.303705223094,4881.428193171007
1965-08-01,5424.557017543859,5851.8158799423,6228.768684810639,6481,6065.243779797618,5058.293716551852,5286.633267673353,5156.523691149203,5971.379865484803,5627.6049668611195
1965-09-01,4674.767543859649,5111.848452853348,5503.014104935106,6345,5635.3282989438885,5309.064625131422,5748.590806592527,5713.931594147023,5942.584694352912,6594.601559671539
1965-10-01,4205.714912280701,4652.617864850725,5058.319386503656,5142,4968.810846868546,5125.528767615356,5209.193845949309,5328.450608471595,5245.124647457478,5224.473814237466
1965-11-01,4026.188596491228,4482.9135895571735,4903.474003200503,4824,4927.259601852171,4690.961191824304,4746.971995180567,4655.075884422141,4800.60449984801,4639.745919343895
1965-12-01,3787.6622807017543,4254.209313620453,4689.951639236169,4573,4713.756383964521,4420.5499587914455,4526.729088242696,4012.623531369014,4601.677349065787,4636.357872027791
1966-01-01,3610.875877192982,4087.736051080224,4567.052612848809,4158,4502.20444082565,4244.418913978326,4327.031679197408,3774.3753193810808,4564.1271986065585,4513.07858375091
1966-02-01,3593.244298245613,4080.908725288497,4576.085530628163,4140,4638.773374634822,4071.904471084594,4205.462405083186,4102.13803058486,4314.902644845186,4284.95681131377
1966-03-01,3729.9285087719295,4228.397186835574,4739.789559153902,4251,4694.890918840512,4137.355734254575,4296.351131992856,4177.677095749586,4516.756323819856,3997.788025404745
1966-04-01,3837.981140350877,4347.2540685797485,4875.217330004974,4734,4863.5256714519655,4478.250306770517,4310.40040194991,4265.4121126333475,4689.039323689931,4640.332178335202
1966-05-01,3900.875877192982,4420.953054847114,4965.842527391911,4858,5029.101325525433,4673.537972806118,4680.780928348053,4364.195843247621,4737.319601646201,4774.87247971338
1966-06-01,4055.3495614035087,4586.230986786738,5148.401993419966,4798,5023.017873864843,4710.054854738728,4916.811699125925,4662.529476126005,4728.008763301079,4722.037648918202
1966-07-01,4445.560087719298,4987.245758127372,5567.053622825992,5080,5718.322638813699,4959.920933877018,5307.247801439297,4946.685473988918,5127.123344642403,4892.520759955514
1966-08-01,5550.349561403508,6102.83947078365,6700.639520873141,6905,6535.740553182488,5341.994597546805,5967.2465112810605,5830.317963840283,6526.318903698091,6929.772142001224
1966-09-01,4800.560087719297,5363.854247984751,5980.001792824574,5504,6110.917497716338,5454.659626901842,6315.934240871558,6274.122633440816,6673.2772118921675,6734.969845657073
1966-10-01,4331.507456140351,4905.60586427218,5540.456228153971,5457,5449.52458201654,5122.699352745911,5285.94221562216,5436.287077180717,4949.217420705092,4249.050665109018
1966-11-01,4151.9811403508775,4736.883793268681,5390.792300545545,5198,5413.129984363673,4948.512770941043,5223.358115576472,5011.9781374811555,4777.102185386804,5100.192725004152
1966-12-01,3913.454824561403,4509.161721622013,5182.483694209823,4890,5204.815524827503,4729.919052628776,4812.712722560263,4402.164795424451,4907.60242833056,4914.660053547132
